TARGET_DATASET,TARGET_TABLE,TARGET_FIELD,SOURCE_TABLE,SOURCE_FIELD,SOFT_RULE,Complexity,source
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,HK_VDIM_TRANSAKTIONSKLASSE,,,SR_5.41,95,"ifnull(HUB_TRANSAKTIONSKLASSE.HK_HUB_TRANSAKTIONSKLASSE, CAST('00000000000000000000' AS BYTES))"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,I901,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,INDIREKTE_ABSCHREIBUNGEN_C267,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,J301,,cast(null as STRING),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,J302,,cast(null as STRING),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,J304,,cast(null as STRING),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,J305,TSAT_POSITION_COREP_INT,J305,,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,J306,,cast(null as STRING),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,J307,,cast(null as STRING),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KAEB_METHODE_C232,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KDNR_C072,,cast(null as STRING),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KUNDENNAME,,cast(null as STRING),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_ABWR_VORLR_PTY069,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_ALLOC,,1,,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_ANWENDUNG_KMU_UNTERSTUETZUNGSFAKTOR_B046,,,SR_5.17,87,"case    when TSAT_POSITION_COREP_INT.CR001 in ('31','32','41','42') then 1   else 0 end"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_AUSFALL_3M,,,SR_5.20,206,"case    when TSAT_POSITION_COREP_INT.CR001 not in ('85','95') then  case    when TSAT_POSITION_COREP_INT.CR050 in (1,3) then 0   when TSAT_POSITION_COREP_INT.CR050 = 2 then 1   else null end   else null end"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_AUSFALL_CRI160,,,SR_5.21,206,"case    when TSAT_POSITION_COREP_INT.CR001 not in ('85','95') then  case    when TSAT_POSITION_COREP_INT.CR050 = 1 then 0   when TSAT_POSITION_COREP_INT.CR050 in (2,3) then 1   else null end   else null end"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_BESICHERT,,0,,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_DOUBLE_DEFAULT,,,SR_5.22,81,"case    when TSAT_POSITION_COREP_INT.CR001 in ('85','95') then null    else 0 end"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_EXPORTKREDIT_LR026,,,SR_5.38,110,case when TSAT_POSITION_COREP_INT.CR913 = 2 then 1 when TSAT_POSITION_COREP_INT.CR913 = 3 then 0 else null end
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_FORDERUNGSCHARAKTER,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_GROFIN,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_HANDELSBUCH,,,SR_5.19,207,"case    when ifnull(TSAT_POSITION_COREP_INT.CR001, '') <> '95' then null   when TSAT_POSITION_COREP_INT.CR010 in (1,2,3,4,5) then 0   when TSAT_POSITION_COREP_INT.CR010 in (6,7,8,9,10) then 1   else null end"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_HANDELSKREDIT,,,SR_5.23,206,"case    when TSAT_POSITION_COREP_INT.CR001 not in ('85','95') then  case    when TSAT_POSITION_COREP_INT.CR913 = 1 then 0   when TSAT_POSITION_COREP_INT.CR913 in (2,3) then 1   else null end   else null end"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_IMMO,,,SR_5.15,84,"case    when TSAT_POSITION_COREP_INT.CR001 not in ('85','95') then 0   else null end"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_INFRASTRUKTURPROJEKT,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_INSTITUT_L450,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_IRB_UEBERGANG,,,SR_5.27,81,"case    when TSAT_POSITION_COREP_INT.CR001 in ('85','95') then null    else 0 end"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_KMU_B015,,,SR_5.17,87,"case    when TSAT_POSITION_COREP_INT.CR001 in ('31','32','41','42') then 1   else 0 end"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_NPE_STATUS_RLV370,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_NPE_STUNDUNG_CRI169,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_PER_PARTIAL_USE,,,SR_5.25,81,"case    when TSAT_POSITION_COREP_INT.CR001 in ('85','95') then null    else 1 end"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_REVOLVIEREND,,,SR_5.15,84,"case    when TSAT_POSITION_COREP_INT.CR001 not in ('85','95') then 0   else null end"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_SPEZIALFINANZIERUNG,,,SR_5.15,84,"case    when TSAT_POSITION_COREP_INT.CR001 not in ('85','95') then 0   else null end"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_SPEZ_KORRELATIONSRISIKEN_CRI321,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_STAATENRATING_ABGELEITET,,,SR_5.28,208,"case    when TSAT_POSITION_COREP_INT.CR001 not in ('85','95') then  case    when TSAT_POSITION_COREP_INT.CR130 in (0,1,2) then 0   when TSAT_POSITION_COREP_INT.CR130 = 2 then 1   else null end   else null end"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_STS_ABS_SEC901,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_UNTERSTUETZUNGSFAKTOR_PER046,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,KZ_ZENTRALKONTRAHENT_P043,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,LGD,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,MARKTWERT_C214,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,MARKTWERT_INKL_ZINSEN_C721,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,MATURITY,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,NACHSCHUSSFREQUENZ_B203,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,NETTINGRAHMEN_ID,,cast(null as STRING),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,NOMINALWERT_C213,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,NOMINALWERT_SA_CCR_VAL320,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,NPE_MINDESTVERLUSTABDECKUNG_VAL375,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,NPE_RELEVANZ_KAPITALABZUG_RLV375,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,NPE_TEILBETRAG_EXPO_BESICHERT_VAL372,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,NPE_TEILBETRAG_IMMO_BESICHERT_VAL371,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,NPE_TEILBETRAG_SONST_BESICHERT_VAL373,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,NPE_TEILBETRAG_UNBESICHERT_VAL376,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,NPE_WERT_VAL370,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,PD,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,PD_BANDBREITE_B790,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,PER371,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,PER372,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,PER376,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,PER377,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,PER378,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,POSITIONSWERT,,,SR_5.9,238,"case when TSAT_POSITION_COREP_INT.CR001 = '95' then IFNULL(TSAT_POSITION_COREP_INT.CR030, 0) else (IFNULL(TSAT_POSITION_COREP_INT.CR150, 0) - IFNULL(TSAT_POSITION_COREP_INT.CR160, 0)) * IFNULL(TSAT_POSITION_COREP_INT.CR140, 100) / 100 end"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,POSITIONSWERT_IRB,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,POSITIONSWERT_LR_LR004,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,POSITIONSWERT_VOR_CRM,,,SR_5.26,411,"case    when TSAT_POSITION_COREP_INT.CR001 = '95' then IFNULL(TSAT_POSITION_COREP_INT.CR030, 0) * IFNULL(TSAT_POSITION_COREP_INT.CR140, 100) / 100   when TSAT_POSITION_COREP_INT.CR001 = '85' and TSAT_POSITION_COREP_INT.CR010 = 1 then TSAT_POSITION_COREP_INT.CR150   else (IFNULL(TSAT_POSITION_COREP_INT.CR150, 0) - IFNULL(TSAT_POSITION_COREP_INT.CR160, 0)) * IFNULL(TSAT_POSITION_COREP_INT.CR140, 100) / 100 end"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,PRODUKT_LGD_POSWERT,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,PRODUKT_MATURITY_POSWERT,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,PRODUKT_PD_POSWERT,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,QUELLE,,'ORG',,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,RESTLAUFZEIT_IN_TAGEN_B211,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,RISIKOKLASS_SPEZIALFINANZIERUNG_B181,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,RISKW,,,SR_5.14,165,"case    when TSAT_POSITION_COREP_INT.CR120 is null then 0   when TSAT_POSITION_COREP_INT.CR120 = 151 then 1.5   else IFNULL(TSAT_POSITION_COREP_INT.CR120, 0)/100 end"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,RWA,,,SR_5.10,1768,"case when TSAT_POSITION_COREP_INT.CR001 = '85' then IFNULL(TSAT_POSITION_COREP_INT.CR150, 0) * IFNULL(TSAT_POSITION_COREP_INT.CR120, 0)/100 when TSAT_POSITION_COREP_INT.CR001 = '95' then      case         when TSAT_POSITION_COREP_INT.CR010 in (1,6) then IFNULL(TSAT_POSITION_COREP_INT.CR030, 0) * 0        when TSAT_POSITION_COREP_INT.CR010 in (2,7) then IFNULL(TSAT_POSITION_COREP_INT.CR030, 0) * 0.01        when TSAT_POSITION_COREP_INT.CR010 in (3,8) then IFNULL(TSAT_POSITION_COREP_INT.CR030, 0) * 0.0625        when TSAT_POSITION_COREP_INT.CR010 in (4,9) then IFNULL(TSAT_POSITION_COREP_INT.CR030, 0) * 0.09375        when TSAT_POSITION_COREP_INT.CR010 in (5,10) then IFNULL(TSAT_POSITION_COREP_INT.CR030, 0) * 0.125        else null end  when TSAT_POSITION_COREP_INT.CR501 = 1 then  (IFNULL(TSAT_POSITION_COREP_INT.CR150, 0) - IFNULL(TSAT_POSITION_COREP_INT.CR160, 0)) * IFNULL(TSAT_POSITION_COREP_INT.CR140, 100) / 100 *  case    when TSAT_POSITION_COREP_INT.CR120 is null then 0   when TSAT_POSITION_COREP_INT.CR120 = 1.51 then 1.5   else TSAT_POSITION_COREP_INT.CR120 end * 0.0075 when TSAT_POSITION_COREP_INT.CR001 in ('31','32','41','42') then  (IFNULL(TSAT_POSITION_COREP_INT.CR150, 0) - IFNULL(TSAT_POSITION_COREP_INT.CR160, 0)) * IFNULL(TSAT_POSITION_COREP_INT.CR140, 100) / 100 *  case    when TSAT_POSITION_COREP_INT.CR120 is null then 0   when TSAT_POSITION_COREP_INT.CR120 = 1.51 then 1.5   else TSAT_POSITION_COREP_INT.CR120 end * 0.0085   else (IFNULL(TSAT_POSITION_COREP_INT.CR150, 0) - IFNULL(TSAT_POSITION_COREP_INT.CR160, 0)) * IFNULL(TSAT_POSITION_COREP_INT.CR140, 100) / 100 *  case    when TSAT_POSITION_COREP_INT.CR120 is null then 0   when TSAT_POSITION_COREP_INT.CR120 = 1.51 then 1.5   else TSAT_POSITION_COREP_INT.CR120 end * 0.01   end"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,RWA_VOR_ABZUG,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,RWA_VOR_KMU,,,SR_5.16,1056,"case when TSAT_POSITION_COREP_INT.CR001 = '85' then IFNULL(TSAT_POSITION_COREP_INT.CR150, 0) * IFNULL(TSAT_POSITION_COREP_INT.CR120, 0) / 100 when TSAT_POSITION_COREP_INT.CR001 = '95' then      case         when TSAT_POSITION_COREP_INT.CR010 in (1,6) then IFNULL(TSAT_POSITION_COREP_INT.CR030, 0) * 0        when TSAT_POSITION_COREP_INT.CR010 in (2,7) then IFNULL(TSAT_POSITION_COREP_INT.CR030, 0) * 0.1        when TSAT_POSITION_COREP_INT.CR010 in (3,8) then IFNULL(TSAT_POSITION_COREP_INT.CR030, 0) * 0.0625        when TSAT_POSITION_COREP_INT.CR010 in (4,9) then IFNULL(TSAT_POSITION_COREP_INT.CR030, 0) * 0.09375        when TSAT_POSITION_COREP_INT.CR010 in (5,10) then IFNULL(TSAT_POSITION_COREP_INT.CR030, 0) * 0.125        else null end    else (IFNULL(TSAT_POSITION_COREP_INT.CR150, 0) - IFNULL(TSAT_POSITION_COREP_INT.CR160, 0)) * IFNULL(TSAT_POSITION_COREP_INT.CR140, 100) / 100 *  case    when TSAT_POSITION_COREP_INT.CR120 is null then 0   when TSAT_POSITION_COREP_INT.CR120 = 1.51 then 1.5   else TSAT_POSITION_COREP_INT.CR120 end * 0.01   end"
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,SICHERHEITENWERT,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,SLLP_RUECKSTELLUNGEN,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,STICHTAG,TSAT_POSITION_COREP_INT,STICHTAG,,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,SYSTEM,,'COREPINT',,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,TESTIERTE_EWB_VAD626,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,TESTIERTE_VERSTEUERTE_WB_VAD627,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,TRANSAKTIONSID,,cast(null as STRING),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,TRANSAKTIONSNAME,,cast(null as STRING),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,TRANSPARENZMETHODE_INVESTMENT_B800,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,VAD670,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,VAD920,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,VAL377,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,VAL378,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_GESCHAEFT_COREP_INT,rankDate_TSAT_POSITION_COREP_INT,,"RANK() OVER (PARTITION BY TSAT_POSITION_COREP_INT.HK_HUB_POSITION_COREP_INT, TSAT_POSITION_COREP_INT.STICHTAG, TSAT_POSITION_COREP_INT.CLUSTER ORDER BY TSAT_POSITION_COREP_INT.REC_LOAD_DATE DESC)",,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,ABRECHNUNGSPREIS_C236,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,ABS_FAKTOR_IA,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,ABS_ROLLE_SEC191,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,AGREEMENT_ID,,cast(null as STRING),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,ANTEIL_ZINSEN_C223,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,AT_HB_RISIKO_C235,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,AUFSCHLAG_FXRISIKO_CRE362,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,AUFSCHLAG_ZINSRISIKO_CRE361,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,AUSNAHME_ABDECKUNGSGRAD_B052,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,AVAS_B269,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,B601,,cast(null as STRING),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,B603,,cast(null as STRING),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,BEITRAG_AUSFALLFONDS,,'NEIN',,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,BETRAG_CVA_B148,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,BETRAG_NPE_VAD280,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,BETRAG_SCRA_VAD620,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,BEWERTUNGSANSATZ_ABS_SEC502,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,BEWERTUNG_EG_VAD270,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,BMG_NACH_CRM,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,BMG_NACH_EWB,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,BMG_NACH_SUBSTITUTION,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,BMG_VOR_CRM,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,BONITAETSSTUFE_B825,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,BUCHWERT_C215,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,CCF,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,CCF_KSA,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,CCF_LR,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,CET1_ABZUGSBETRAG_VAD379,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,CLUSTER,TSAT_REPORT_DATA_SUM,CLUSTER,,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,CNT_DEAL_NR_NUM702,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,COLL_ID,,cast(null as STRING),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,CONTRACT,,cast(null as STRING),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,CRE016,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,CRI166,,cast(null as TIMESTAMP),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,CRI167,,cast(null as TIMESTAMP),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,CRI168,,cast(null as TIMESTAMP),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,CRI301,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,CRI302,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,CVARCC_AVG_B704,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,CVARCC_AVG_STRESSED_B706,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,CVARCC_B705,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,CVARCC_STRESSED_B707,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,CVA_METHODE,,cast(null as STRING),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,D2_ABSCHREIBUNGEN_C265,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,DATUM_AUSFALLS_B436,,cast(null as TIMESTAMP),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,DATUM_VERZUGS_B201,,cast(null as TIMESTAMP),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,DEAL_ID,,,SR_6.4,41,HUB_REPORT_DATA_SUM.BK_REPORT_DATA_OWF_ID
SolvvDataMart,VFCT_REPORT_DATA_SUM,DELISYST,,cast(null as STRING),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,DEPOTNUMMER,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,EFFEKTIVE_LAUFZEIT_B217,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,EK,,,SR_6.8,1009,case when TSAT_REPORT_DATA_SUM.REPORTNAME = 'C_16_00' and TSAT_REPORT_DATA_SUM.COLNAME= '0070' then TSAT_REPORT_DATA_SUM.AMOUNT when TSAT_REPORT_DATA_SUM.REPORTNAME = 'C_18_00' and TSAT_REPORT_DATA_SUM.COLNAME= '0060' then TSAT_REPORT_DATA_SUM.AMOUNT when TSAT_REPORT_DATA_SUM.REPORTNAME = 'C_19_00' and TSAT_REPORT_DATA_SUM.COLNAME= '0601' then TSAT_REPORT_DATA_SUM.AMOUNT when TSAT_REPORT_DATA_SUM.REPORTNAME = 'C_20_00' and TSAT_REPORT_DATA_SUM.COLNAME= '0450' then TSAT_REPORT_DATA_SUM.AMOUNT when TSAT_REPORT_DATA_SUM.REPORTNAME = 'C_21_00' and TSAT_REPORT_DATA_SUM.COLNAME= '0060' then TSAT_REPORT_DATA_SUM.AMOUNT when TSAT_REPORT_DATA_SUM.REPORTNAME = 'C_22_00' and TSAT_REPORT_DATA_SUM.COLNAME= '0090' then TSAT_REPORT_DATA_SUM.AMOUNT when TSAT_REPORT_DATA_SUM.REPORTNAME = 'C_24_00' and TSAT_REPORT_DATA_SUM.COLNAME= '0120' then TSAT_REPORT_DATA_SUM.AMOUNT when TSAT_REPORT_DATA_SUM.REPORTNAME = 'C_02_00' and TSAT_REPORT_DATA_SUM.COLNAME= '0010' then TSAT_REPORT_DATA_SUM.AMOUNT * 12.5 else null end
SolvvDataMart,VFCT_REPORT_DATA_SUM,EL,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,EWB,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,EXC201,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,EXT_RATING_B002,,cast(null as STRING),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,FORDERUNGSTYP,,cast(null as STRING),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,GESNRGEN,,cast(null as STRING),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,HEDGING_ID_FXRISIKO_IDN362,,cast(null as STRING),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,HEDGING_ID_ZINSRISKO_IDN361,,cast(null as STRING),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_BOGEN,,,SR_6.11,69,"ifnull(HUB_BOGEN.HK_HUB_BOGEN, CAST('00000000000000000000' AS BYTES))"
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_BOGEN_LR,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_BOGEN_ORG,,,SR_6.12,73,"ifnull(HUB_BOGEN_ORG.HK_HUB_BOGEN, CAST('00000000000000000000' AS BYTES))"
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_BOGEN_SA,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_BRANCHE,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_DEVISENKURSE,,cast(null as BYTES),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_GESCHAEFTSART,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_GESCHAEFTSARTERGAENZUNG,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_GESCHAEFTSTYP,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_INSTRUMENT,,CAST('00000000000000000000' AS BYTES),,0,
SolvvDataMart,VFCT_REPORT_DATA_SUM,HK_VDIM_LAENDERCODE_RL,,CAST('00000000000000000000' AS BYTES),,0,
