TARGET_DATASET,TARGET_TABLE,TARGET_FIELD,SOURCE_TABLE,SOURCE_FIELD,SOFT_RULE,Complexity,source
SolvvDataMart,VFCT_SICHERHEIT,KZ_ALLOC,BRG_SICHERHEIT,KZ_ALLOC,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_ANWENDUNG_KMU_UNTERSTUETZUNGSFAKTOR_B046,TSAT_POSITION,B046,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_AUSFALL_3M,VFCT_GESCHAEFT,KZ_AUSFALL_3M,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_AUSFALL_CRI160,VFCT_GESCHAEFT,KZ_AUSFALL_CRI160,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_BESICHERT,,1,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_DOUBLE_DEFAULT,VFCT_GESCHAEFT,KZ_DOUBLE_DEFAULT,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_EXPORTKREDIT_LR026,VFCT_GESCHAEFT,KZ_EXPORTKREDIT_LR026,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_FORDERUNGSCHARAKTER,VFCT_GESCHAEFT,KZ_FORDERUNGSCHARAKTER,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_GROFIN,VFCT_GESCHAEFT,KZ_GROFIN,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_HANDELSBUCH,VFCT_GESCHAEFT,KZ_HANDELSBUCH,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_HANDELSKREDIT,VFCT_GESCHAEFT,KZ_HANDELSKREDIT,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_IMMO,BRG_SICHERHEIT,KZ_IMMO,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_INFRASTRUKTURPROJEKT,VFCT_GESCHAEFT,KZ_INFRASTRUKTURPROJEKT,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_INSTITUT_L450,VFCT_GESCHAEFT,KZ_INSTITUT_L450,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_IRB_UEBERGANG,VFCT_GESCHAEFT,KZ_IRB_UEBERGANG,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_KMU_B015,VFCT_GESCHAEFT,KZ_KMU_B015,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_NPE_STATUS_RLV370,VFCT_GESCHAEFT,KZ_NPE_STATUS_RLV370,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_NPE_STUNDUNG_CRI169,VFCT_GESCHAEFT,KZ_NPE_STUNDUNG_CRI169,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_PER_PARTIAL_USE,VFCT_GESCHAEFT,KZ_PER_PARTIAL_USE,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_REVOLVIEREND,VFCT_GESCHAEFT,KZ_REVOLVIEREND,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_SPEZIALFINANZIERUNG,VFCT_GESCHAEFT,KZ_SPEZIALFINANZIERUNG,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_SPEZ_KORRELATIONSRISIKEN_CRI321,VFCT_GESCHAEFT,KZ_SPEZ_KORRELATIONSRISIKEN_CRI321,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_STAATENRATING_ABGELEITET,VFCT_GESCHAEFT,KZ_STAATENRATING_ABGELEITET,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_STS_ABS_SEC901,VFCT_GESCHAEFT,KZ_STS_ABS_SEC901,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_UNTERSTUETZUNGSFAKTOR_PER046,VFCT_GESCHAEFT,KZ_UNTERSTUETZUNGSFAKTOR_PER046,,0,
SolvvDataMart,VFCT_SICHERHEIT,KZ_ZENTRALKONTRAHENT_P043,VFCT_GESCHAEFT,KZ_ZENTRALKONTRAHENT_P043,,0,
SolvvDataMart,VFCT_SICHERHEIT,LGD,BRG_SICHERHEIT,LGD,,0,
SolvvDataMart,VFCT_SICHERHEIT,MARKTWERT_C214,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,MARKTWERT_INKL_ZINSEN_C721,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,MATURITY,BRG_SICHERHEIT,MATURITY,,0,
SolvvDataMart,VFCT_SICHERHEIT,NACHSCHUSSFREQUENZ_B203,VFCT_GESCHAEFT,NACHSCHUSSFREQUENZ_B203,,0,
SolvvDataMart,VFCT_SICHERHEIT,NETTINGRAHMEN_ID,VFCT_GESCHAEFT,NETTINGRAHMEN_ID,,0,
SolvvDataMart,VFCT_SICHERHEIT,NOMINALWERT_C213,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,NOMINALWERT_SA_CCR_VAL320,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,NPE_MINDESTVERLUSTABDECKUNG_VAL375,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,NPE_RELEVANZ_KAPITALABZUG_RLV375,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,NPE_TEILBETRAG_EXPO_BESICHERT_VAL372,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,NPE_TEILBETRAG_IMMO_BESICHERT_VAL371,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,NPE_TEILBETRAG_SONST_BESICHERT_VAL373,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,NPE_TEILBETRAG_UNBESICHERT_VAL376,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,NPE_WERT_VAL370,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,PD,BRG_SICHERHEIT,PD,,0,
SolvvDataMart,VFCT_SICHERHEIT,PD_BANDBREITE_B790,BRG_SICHERHEIT,PD_BANDBREITE_B790,,0,
SolvvDataMart,VFCT_SICHERHEIT,PER371,VFCT_GESCHAEFT,PER371,,0,
SolvvDataMart,VFCT_SICHERHEIT,PER372,VFCT_GESCHAEFT,PER372,,0,
SolvvDataMart,VFCT_SICHERHEIT,PER376,VFCT_GESCHAEFT,PER376,,0,
SolvvDataMart,VFCT_SICHERHEIT,PER377,VFCT_GESCHAEFT,PER377,,0,
SolvvDataMart,VFCT_SICHERHEIT,PER378,VFCT_GESCHAEFT,PER378,,0,
SolvvDataMart,VFCT_SICHERHEIT,POSITIONSWERT,BRG_SICHERHEIT,POSITIONSWERT,,0,
SolvvDataMart,VFCT_SICHERHEIT,POSITIONSWERT_IRB,BRG_SICHERHEIT,POSITIONSWERT_IRB,,0,
SolvvDataMart,VFCT_SICHERHEIT,POSITIONSWERT_LR_LR004,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,POSITIONSWERT_VOR_CRM,BRG_SICHERHEIT,POSITIONSWERT_VOR_CRM,,0,
SolvvDataMart,VFCT_SICHERHEIT,PRODUKT_LGD_POSWERT,BRG_SICHERHEIT,PRODUKT_LGD_POSWERT,,0,
SolvvDataMart,VFCT_SICHERHEIT,PRODUKT_MATURITY_POSWERT,BRG_SICHERHEIT,PRODUKT_MATURITY_POSWERT,,0,
SolvvDataMart,VFCT_SICHERHEIT,PRODUKT_PD_POSWERT,BRG_SICHERHEIT,PRODUKT_PD_POSWERT,,0,
SolvvDataMart,VFCT_SICHERHEIT,QUELLE,PIT_POSITION,QUELLE,,0,
SolvvDataMart,VFCT_SICHERHEIT,RESTLAUFZEIT_IN_TAGEN_B211,VFCT_GESCHAEFT,RESTLAUFZEIT_IN_TAGEN_B211,,0,
SolvvDataMart,VFCT_SICHERHEIT,RISIKOKLASS_SPEZIALFINANZIERUNG_B181,VFCT_GESCHAEFT,RISIKOKLASS_SPEZIALFINANZIERUNG_B181,,0,
SolvvDataMart,VFCT_SICHERHEIT,RISKW,BRG_SICHERHEIT,RISKW,,0,
SolvvDataMart,VFCT_SICHERHEIT,RWA,BRG_SICHERHEIT,RWA,,0,
SolvvDataMart,VFCT_SICHERHEIT,RWA_VOR_ABZUG,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,RWA_VOR_KMU,BRG_SICHERHEIT,RWA_VOR_KMU,,0,
SolvvDataMart,VFCT_SICHERHEIT,SICHERHEITENWERT,BRG_SICHERHEIT,SICHERHEITENWERT,,0,
SolvvDataMart,VFCT_SICHERHEIT,SLLP_RUECKSTELLUNGEN,BRG_SICHERHEIT,SLLP_RUECKSTELLUNGEN,,0,
SolvvDataMart,VFCT_SICHERHEIT,STICHTAG,BRG_SICHERHEIT,STICHTAG,,0,
SolvvDataMart,VFCT_SICHERHEIT,SYSTEM,VFCT_GESCHAEFT,SYSTEM,,0,
SolvvDataMart,VFCT_SICHERHEIT,TESTIERTE_EWB_VAD626,VFCT_GESCHAEFT,TESTIERTE_EWB_VAD626,,0,
SolvvDataMart,VFCT_SICHERHEIT,TESTIERTE_VERSTEUERTE_WB_VAD627,VFCT_GESCHAEFT,TESTIERTE_VERSTEUERTE_WB_VAD627,,0,
SolvvDataMart,VFCT_SICHERHEIT,TRANSAKTIONSID,VFCT_GESCHAEFT,TRANSAKTIONSID,,0,
SolvvDataMart,VFCT_SICHERHEIT,TRANSAKTIONSNAME,VFCT_GESCHAEFT,TRANSAKTIONSNAME,,0,
SolvvDataMart,VFCT_SICHERHEIT,TRANSPARENZMETHODE_INVESTMENT_B800,VFCT_GESCHAEFT,TRANSPARENZMETHODE_INVESTMENT_B800,,0,
SolvvDataMart,VFCT_SICHERHEIT,VAD670,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,VAD920,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,VAL377,,cast(null as BIGNUMERIC),,0,
SolvvDataMart,VFCT_SICHERHEIT,VAL378,,cast(null as BIGNUMERIC),,0,
